Question,Answer,Source,Metadata,SuggestedQuestions,IsContextOnly,Prompts,QnaId
Advice worker,Advice worker,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""173"", ""DisplayText"": ""Types of advice worker""},{""DisplayOrder"": ""1"", ""QnaId"": ""174"", ""DisplayText"": ""Responsibilities""},{""DisplayOrder"": ""2"", ""QnaId"": ""175"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""3"", ""QnaId"": ""176"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""4"", ""QnaId"": ""177"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""5"", ""QnaId"": ""178"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""6"", ""QnaId"": ""179"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""7"", ""QnaId"": ""180"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""8"", ""QnaId"": ""181"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""9"", ""QnaId"": ""182"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""10"", ""QnaId"": ""183"", ""DisplayText"": ""Career prospects""}]",172
Advice worker Types of advice worker,Advice worker Types of advice worker,Editorial,,[],FALSE,,173
Advice worker Responsibilities,Advice worker Responsibilities,Editorial,,[],FALSE,,174
Advice worker Salary,Advice worker Salary,Editorial,,[],FALSE,,175
Advice worker Working hours,Advice worker Working hours,Editorial,,[],FALSE,,176
Advice worker What to expect,Advice worker What to expect,Editorial,,[],FALSE,,177
Advice worker Qualifications,Advice worker Qualifications,Editorial,,[],FALSE,,178
Advice worker Skills,Advice worker Skills,Editorial,,[],FALSE,,179
Advice worker Work experience,Advice worker Work experience,Editorial,,[],FALSE,,180
Advice worker Employers,Advice worker Employers,Editorial,,[],FALSE,,181
Advice worker Professional development,Advice worker Professional development,Editorial,,[],FALSE,,182
Advice worker Career prospects,Advice worker Career prospects,Editorial,,[],FALSE,,183
Aerospace engineer,Aerospace engineer,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""185"", ""DisplayText"": ""Types of aerospace engineer""},{""DisplayOrder"": ""1"", ""QnaId"": ""186"", ""DisplayText"": ""Responsibilities""},{""DisplayOrder"": ""2"", ""QnaId"": ""187"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""3"", ""QnaId"": ""188"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""4"", ""QnaId"": ""189"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""5"", ""QnaId"": ""190"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""6"", ""QnaId"": ""191"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""7"", ""QnaId"": ""192"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""8"", ""QnaId"": ""193"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""9"", ""QnaId"": ""194"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""10"", ""QnaId"": ""195"", ""DisplayText"": ""Career prospects""}]",184
Aerospace engineer Types of aerospace engineer,Aerospace engineer Types of aerospace engineer,Editorial,,[],FALSE,,185
Aerospace engineer Responsibilities,Aerospace engineer Responsibilities,Editorial,,[],FALSE,,186
Aerospace engineer Salary,Aerospace engineer Salary,Editorial,,[],FALSE,,187
Aerospace engineer Working hours,Aerospace engineer Working hours,Editorial,,[],FALSE,,188
Aerospace engineer What to expect,Aerospace engineer What to expect,Editorial,,[],FALSE,,189
Aerospace engineer Qualifications,Aerospace engineer Qualifications,Editorial,,[],FALSE,,190
Aerospace engineer Skills,Aerospace engineer Skills,Editorial,,[],FALSE,,191
Aerospace engineer Work experience,Aerospace engineer Work experience,Editorial,,[],FALSE,,192
Aerospace engineer Employers,Aerospace engineer Employers,Editorial,,[],FALSE,,193
Aerospace engineer Professional development,Aerospace engineer Professional development,Editorial,,[],FALSE,,194
Aerospace engineer Career prospects,Aerospace engineer Career prospects,Editorial,,[],FALSE,,195
Agricultural consultant,Agricultural consultant,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""197"", ""DisplayText"": ""Types of agricultural consultant""},{""DisplayOrder"": ""1"", ""QnaId"": ""198"", ""DisplayText"": ""Responsibilities""},{""DisplayOrder"": ""2"", ""QnaId"": ""199"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""3"", ""QnaId"": ""200"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""4"", ""QnaId"": ""201"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""5"", ""QnaId"": ""202"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""6"", ""QnaId"": ""203"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""7"", ""QnaId"": ""204"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""8"", ""QnaId"": ""205"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""9"", ""QnaId"": ""206"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""10"", ""QnaId"": ""207"", ""DisplayText"": ""Career prospects""}]",196
Agricultural consultant Types of agricultural consultant,Agricultural consultant Types of agricultural consultant,Editorial,,[],FALSE,,197
Agricultural consultant Responsibilities,Agricultural consultant Responsibilities,Editorial,,[],FALSE,,198
Agricultural consultant Salary,Agricultural consultant Salary,Editorial,,[],FALSE,,199
Agricultural consultant Working hours,Agricultural consultant Working hours,Editorial,,[],FALSE,,200
Agricultural consultant What to expect,Agricultural consultant What to expect,Editorial,,[],FALSE,,201
Agricultural consultant Qualifications,Agricultural consultant Qualifications,Editorial,,[],FALSE,,202
Agricultural consultant Skills,Agricultural consultant Skills,Editorial,,[],FALSE,,203
Agricultural consultant Work experience,Agricultural consultant Work experience,Editorial,,[],FALSE,,204
Agricultural consultant Employers,Agricultural consultant Employers,Editorial,,[],FALSE,,205
Agricultural consultant Professional development,Agricultural consultant Professional development,Editorial,,[],FALSE,,206
Agricultural consultant Career prospects,Agricultural consultant Career prospects,Editorial,,[],FALSE,,207
Air cabin crew,Air cabin crew,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""209"", ""DisplayText"": ""Responsibilities""},{""DisplayOrder"": ""1"", ""QnaId"": ""210"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""2"", ""QnaId"": ""211"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""3"", ""QnaId"": ""212"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""4"", ""QnaId"": ""213"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""5"", ""QnaId"": ""214"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""6"", ""QnaId"": ""215"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""7"", ""QnaId"": ""216"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""8"", ""QnaId"": ""217"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""9"", ""QnaId"": ""218"", ""DisplayText"": ""Career prospects""}]",208
Air cabin crew Responsibilities,Air cabin crew Responsibilities,Editorial,,[],FALSE,,209
Air cabin crew Salary,Air cabin crew Salary,Editorial,,[],FALSE,,210
Air cabin crew Working hours,Air cabin crew Working hours,Editorial,,[],FALSE,,211
Air cabin crew What to expect,Air cabin crew What to expect,Editorial,,[],FALSE,,212
Air cabin crew Qualifications,Air cabin crew Qualifications,Editorial,,[],FALSE,,213
Air cabin crew Skills,Air cabin crew Skills,Editorial,,[],FALSE,,214
Air cabin crew Work experience,Air cabin crew Work experience,Editorial,,[],FALSE,,215
Air cabin crew Employers,Air cabin crew Employers,Editorial,,[],FALSE,,216
Air cabin crew Professional development,Air cabin crew Professional development,Editorial,,[],FALSE,,217
Air cabin crew Career prospects,Air cabin crew Career prospects,Editorial,,[],FALSE,,218
Air traffic controller,Air traffic controller,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""220"", ""DisplayText"": ""Types of air traffic controller""},{""DisplayOrder"": ""1"", ""QnaId"": ""221"", ""DisplayText"": ""Responsibilities""},{""DisplayOrder"": ""2"", ""QnaId"": ""222"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""3"", ""QnaId"": ""223"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""4"", ""QnaId"": ""224"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""5"", ""QnaId"": ""225"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""6"", ""QnaId"": ""226"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""7"", ""QnaId"": ""227"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""8"", ""QnaId"": ""228"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""9"", ""QnaId"": ""229"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""10"", ""QnaId"": ""230"", ""DisplayText"": ""Career prospects""}]",219
Air traffic controller Types of air traffic controller,Air traffic controller Types of air traffic controller,Editorial,,[],FALSE,,220
Air traffic controller Responsibilities,Air traffic controller Responsibilities,Editorial,,[],FALSE,,221
Air traffic controller Salary,Air traffic controller Salary,Editorial,,[],FALSE,,222
Air traffic controller Working hours,Air traffic controller Working hours,Editorial,,[],FALSE,,223
Air traffic controller What to expect,Air traffic controller What to expect,Editorial,,[],FALSE,,224
Air traffic controller Qualifications,Air traffic controller Qualifications,Editorial,,[],FALSE,,225
Air traffic controller Skills,Air traffic controller Skills,Editorial,,[],FALSE,,226
Air traffic controller Work experience,Air traffic controller Work experience,Editorial,,[],FALSE,,227
Air traffic controller Employers,Air traffic controller Employers,Editorial,,[],FALSE,,228
Air traffic controller Professional development,Air traffic controller Professional development,Editorial,,[],FALSE,,229
Air traffic controller Career prospects,Air traffic controller Career prospects,Editorial,,[],FALSE,,230
Airline pilot,Airline pilot,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""232"", ""DisplayText"": ""Responsibilities""},{""DisplayOrder"": ""1"", ""QnaId"": ""233"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""2"", ""QnaId"": ""234"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""3"", ""QnaId"": ""235"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""4"", ""QnaId"": ""236"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""5"", ""QnaId"": ""237"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""6"", ""QnaId"": ""238"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""7"", ""QnaId"": ""239"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""8"", ""QnaId"": ""240"", ""DisplayText"": ""Career prospects""}]",231
Airline pilot Responsibilities,Airline pilot Responsibilities,Editorial,,[],FALSE,,232
Airline pilot Salary,Airline pilot Salary,Editorial,,[],FALSE,,233
Airline pilot Working hours,Airline pilot Working hours,Editorial,,[],FALSE,,234
Airline pilot What to expect,Airline pilot What to expect,Editorial,,[],FALSE,,235
Airline pilot Qualifications,Airline pilot Qualifications,Editorial,,[],FALSE,,236
Airline pilot Skills,Airline pilot Skills,Editorial,,[],FALSE,,237
Airline pilot Employers,Airline pilot Employers,Editorial,,[],FALSE,,238
Airline pilot Professional development,Airline pilot Professional development,Editorial,,[],FALSE,,239
Airline pilot Career prospects,Airline pilot Career prospects,Editorial,,[],FALSE,,240
Amenity horticulturist,Amenity horticulturist,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""242"", ""DisplayText"": ""Responsibilities""},{""DisplayOrder"": ""1"", ""QnaId"": ""243"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""2"", ""QnaId"": ""244"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""3"", ""QnaId"": ""245"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""4"", ""QnaId"": ""246"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""5"", ""QnaId"": ""247"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""6"", ""QnaId"": ""248"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""7"", ""QnaId"": ""249"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""8"", ""QnaId"": ""250"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""9"", ""QnaId"": ""251"", ""DisplayText"": ""Career prospects""}]",241
Amenity horticulturist Responsibilities,Amenity horticulturist Responsibilities,Editorial,,[],FALSE,,242
Amenity horticulturist Salary,Amenity horticulturist Salary,Editorial,,[],FALSE,,243
Amenity horticulturist Working hours,Amenity horticulturist Working hours,Editorial,,[],FALSE,,244
Amenity horticulturist What to expect,Amenity horticulturist What to expect,Editorial,,[],FALSE,,245
Amenity horticulturist Qualifications,Amenity horticulturist Qualifications,Editorial,,[],FALSE,,246
Amenity horticulturist Skills,Amenity horticulturist Skills,Editorial,,[],FALSE,,247
Amenity horticulturist Work experience,Amenity horticulturist Work experience,Editorial,,[],FALSE,,248
Amenity horticulturist Employers,Amenity horticulturist Employers,Editorial,,[],FALSE,,249
Amenity horticulturist Professional development,Amenity horticulturist Professional development,Editorial,,[],FALSE,,250
Amenity horticulturist Career prospects,Amenity horticulturist Career prospects,Editorial,,[],FALSE,,251
Anaesthetist,Anaesthetist,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""253"", ""DisplayText"": ""Types of anaesthetist""},{""DisplayOrder"": ""1"", ""QnaId"": ""254"", ""DisplayText"": ""Responsibilities ""},{""DisplayOrder"": ""2"", ""QnaId"": ""255"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""3"", ""QnaId"": ""256"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""4"", ""QnaId"": ""257"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""5"", ""QnaId"": ""258"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""6"", ""QnaId"": ""259"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""7"", ""QnaId"": ""260"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""8"", ""QnaId"": ""261"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""9"", ""QnaId"": ""262"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""10"", ""QnaId"": ""263"", ""DisplayText"": ""Career prospects""}]",252
Anaesthetist Types of anaesthetist,Anaesthetist Types of anaesthetist,Editorial,,[],FALSE,,253
Anaesthetist Responsibilities ,Anaesthetist Responsibilities ,Editorial,,[],FALSE,,254
Anaesthetist Salary,Anaesthetist Salary,Editorial,,[],FALSE,,255
Anaesthetist Working hours,Anaesthetist Working hours,Editorial,,[],FALSE,,256
Anaesthetist What to expect,Anaesthetist What to expect,Editorial,,[],FALSE,,257
Anaesthetist Qualifications,Anaesthetist Qualifications,Editorial,,[],FALSE,,258
Anaesthetist Skills,Anaesthetist Skills,Editorial,,[],FALSE,,259
Anaesthetist Work experience,Anaesthetist Work experience,Editorial,,[],FALSE,,260
Anaesthetist Employers,Anaesthetist Employers,Editorial,,[],FALSE,,261
Anaesthetist Professional development,Anaesthetist Professional development,Editorial,,[],FALSE,,262
Anaesthetist Career prospects,Anaesthetist Career prospects,Editorial,,[],FALSE,,263
Analytical chemist,Analytical chemist,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""265"", ""DisplayText"": ""Responsibilities""},{""DisplayOrder"": ""1"", ""QnaId"": ""266"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""2"", ""QnaId"": ""267"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""3"", ""QnaId"": ""268"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""4"", ""QnaId"": ""269"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""5"", ""QnaId"": ""270"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""6"", ""QnaId"": ""271"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""7"", ""QnaId"": ""272"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""8"", ""QnaId"": ""273"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""9"", ""QnaId"": ""274"", ""DisplayText"": ""Career prospects""}]",264
Analytical chemist Responsibilities,Analytical chemist Responsibilities,Editorial,,[],FALSE,,265
Analytical chemist Salary,Analytical chemist Salary,Editorial,,[],FALSE,,266
Analytical chemist Working hours,Analytical chemist Working hours,Editorial,,[],FALSE,,267
Analytical chemist What to expect,Analytical chemist What to expect,Editorial,,[],FALSE,,268
Analytical chemist Qualifications,Analytical chemist Qualifications,Editorial,,[],FALSE,,269
Analytical chemist Skills,Analytical chemist Skills,Editorial,,[],FALSE,,270
Analytical chemist Work experience,Analytical chemist Work experience,Editorial,,[],FALSE,,271
